ID,Gender,Ever_Married,Age,Graduated,Profession,Work_Experience,Spending_Score,Family_Size,BuyLaptop,Cluster
465768,Female,No,37,Yes,Artist,7.0,Low,4.0,No,0
460081,Male,Yes,39,Yes,Artist,8.0,High,2.0,Yes,1
463859,Male,Yes,39,Yes,Artist,6.0,Average,2.0,No,1
459343,Female,Yes,40,Yes,Entertainment,12.0,Low,6.0,No,4
466666,Female,Yes,32,Yes,Healthcare,0.0,Low,2.0,No,4
466784,Male,No,26,No,Doctor,4.0,Low,,No,2
462882,Male,Yes,41,Yes,Homemaker,2.0,Average,3.0,No,1
461779,Female,Yes,79,Yes,Lawyer,3.0,High,2.0,Yes,3
466657,Female,Yes,86,Yes,Lawyer,0.0,High,2.0,Yes,3
463434,Male,Yes,24,No,Engineer,,Average,3.0,Yes,1
466957,Male,Yes,35,No,Entertainment,8.0,Average,4.0,No,1
462150,Male,Yes,35,Yes,Artist,7.0,Low,2.0,No,1
466947,Male,Yes,57,No,Executive,0.0,High,4.0,Yes,1
467669,Male,Yes,80,No,Lawyer,0.0,High,1.0,Yes,3
462530,Female,Yes,37,Yes,Artist,,High,2.0,Yes,4
466556,Male,No,21,No,Healthcare,1.0,Low,3.0,No,2
462240,Male,Yes,80,No,Lawyer,1.0,High,2.0,Yes,3
459995,Female,No,38,No,Artist,4.0,Low,2.0,No,0
467118,Male,Yes,55,Yes,Entertainment,1.0,Average,3.0,No,1
462232,Male,Yes,56,No,Executive,1.0,High,8.0,Yes,1
459648,Female,Yes,45,Yes,Artist,4.0,High,3.0,Yes,4
463235,Female,No,21,No,,1.0,Low,4.0,No,2
466332,Male,No,23,No,Healthcare,0.0,Low,3.0,No,2
466198,Male,Yes,68,No,Lawyer,0.0,High,1.0,Yes,3
462088,Male,Yes,26,Yes,Artist,0.0,Average,2.0,No,1
461000,Male,Yes,59,Yes,Marketing,3.0,High,2.0,Yes,3
459124,Female,Yes,76,Yes,Artist,2.0,High,4.0,Yes,4
460356,Male,No,22,No,Healthcare,1.0,Low,4.0,No,2
465555,Female,Yes,69,No,Lawyer,,High,1.0,Yes,3
466135,Male,Yes,47,Yes,Artist,1.0,Low,2.0,No,1
467560,Female,Yes,73,Yes,Lawyer,1.0,Low,2.0,No,3
465900,Female,No,36,Yes,Entertainment,7.0,Low,1.0,No,0
466048,Male,No,25,No,Entertainment,3.0,Low,1.0,No,2
459328,Male,Yes,48,Yes,Executive,1.0,High,3.0,Yes,1
466277,Male,No,18,No,Healthcare,0.0,Low,5.0,No,2
463398,Male,No,29,No,Marketing,9.0,Low,4.0,No,2
460790,Female,Yes,37,Yes,Artist,0.0,High,1.0,Yes,4
464162,Male,Yes,81,Yes,Lawyer,,High,2.0,Yes,3
465456,Female,Yes,59,Yes,Artist,3.0,High,5.0,Yes,4
465385,Female,No,46,Yes,Artist,5.0,Low,1.0,No,0
463654,Female,No,39,No,Engineer,4.0,Low,3.0,No,2
462667,Female,Yes,40,No,Homemaker,2.0,Average,2.0,No,4
465346,Female,No,37,Yes,Marketing,1.0,Low,3.0,No,2
459270,Male,Yes,68,Yes,Homemaker,0.0,High,1.0,Yes,3
460422,Male,Yes,49,Yes,Entertainment,0.0,High,,Yes,1
460864,Female,No,20,No,Artist,0.0,Low,3.0,No,2
465395,Female,No,39,No,Engineer,0.0,Average,5.0,Yes,2
463007,Male,Yes,34,No,Executive,,High,3.0,Yes,1
461543,Male,No,31,No,Artist,3.0,Low,2.0,No,0
467157,Male,Yes,42,Yes,Executive,9.0,High,6.0,Yes,1
464749,Male,Yes,46,No,Engineer,7.0,Average,3.0,Yes,1
459489,Male,Yes,46,Yes,Doctor,3.0,Average,5.0,Yes,1
463903,Male,No,26,No,Entertainment,0.0,Low,2.0,No,2
461984,Male,Yes,42,Yes,Artist,2.0,Average,2.0,No,1
466368,Male,No,37,Yes,Doctor,,Low,1.0,No,0
464647,Female,Yes,51,No,Doctor,1.0,High,1.0,Yes,4
460727,Male,Yes,68,No,Executive,2.0,High,3.0,Yes,3
465367,Male,Yes,69,No,Executive,1.0,High,3.0,Yes,3
462441,Female,No,22,No,Healthcare,0.0,Low,4.0,No,2
467012,Male,Yes,49,Yes,Executive,2.0,High,4.0,Yes,1
460853,Female,Yes,59,No,Artist,1.0,High,2.0,Yes,4
462454,Male,No,19,No,Healthcare,1.0,Low,3.0,No,2
467335,Female,No,42,No,Engineer,3.0,Average,1.0,Yes,0
462034,Female,Yes,41,Yes,Artist,9.0,High,2.0,Yes,4
461029,Male,Yes,42,No,Entertainment,8.0,Low,2.0,No,1
466435,Male,Yes,27,No,Executive,2.0,High,4.0,Yes,1
461892,Female,No,35,Yes,Healthcare,0.0,Low,1.0,No,0
460520,Female,No,28,Yes,Doctor,1.0,Low,3.0,No,0
464675,Female,Yes,36,No,Doctor,0.0,Average,10.0,Yes,4
460168,Male,Yes,80,Yes,Executive,2.0,High,3.0,Yes,3
465229,Male,Yes,38,Yes,Executive,0.0,High,3.0,Yes,1
462879,Male,Yes,74,Yes,Lawyer,1.0,High,2.0,Yes,3
459793,Male,Yes,37,Yes,Artist,0.0,High,,Yes,1
463536,Male,Yes,89,Yes,Executive,,High,2.0,Yes,3
460387,Female,No,35,No,Entertainment,4.0,Low,2.0,No,0
460102,Male,Yes,43,Yes,Artist,9.0,High,2.0,Yes,1
462593,Female,Yes,56,No,Engineer,1.0,Average,5.0,Yes,4
461710,Female,Yes,52,Yes,Doctor,2.0,Average,5.0,Yes,4
461279,Male,No,18,No,Doctor,4.0,Low,2.0,No,2
464216,Male,Yes,50,Yes,Artist,,High,2.0,Yes,1
459778,Male,Yes,48,Yes,Entertainment,0.0,Average,4.0,No,1
462557,Female,Yes,55,No,Engineer,,Average,3.0,Yes,4
465295,Female,,37,Yes,Doctor,8.0,Average,1.0,Yes,4
465536,Female,Yes,30,Yes,Doctor,,Average,2.0,Yes,4
459335,Male,No,26,Yes,Healthcare,,Low,3.0,No,2
467232,Male,No,33,No,Entertainment,0.0,Low,2.0,No,2
464489,Male,Yes,45,Yes,Artist,0.0,Average,3.0,No,1
460523,Female,No,48,Yes,Entertainment,1.0,Low,,No,0
464199,Male,Yes,25,Yes,Artist,8.0,Low,2.0,No,1
465700,Male,Yes,25,Yes,Entertainment,1.0,High,2.0,Yes,1
464294,Male,Yes,63,No,Executive,3.0,High,3.0,Yes,3
465080,Male,Yes,70,Yes,Lawyer,8.0,Average,2.0,Yes,3
459937,Female,No,39,Yes,Artist,7.0,Low,1.0,No,0
459899,Female,Yes,48,Yes,Artist,0.0,Low,4.0,No,4
463109,Male,No,66,Yes,Executive,7.0,High,3.0,Yes,1
467213,Female,Yes,88,Yes,Lawyer,1.0,High,2.0,Yes,3
467683,Male,Yes,24,Yes,Healthcare,10.0,High,4.0,Yes,1
464950,Male,No,21,No,Healthcare,1.0,Low,4.0,No,2
461673,Male,No,33,No,Healthcare,0.0,Low,5.0,No,2
459634,Female,No,39,Yes,Engineer,,Low,3.0,No,0
467515,Male,Yes,26,Yes,Engineer,2.0,Average,3.0,Yes,1
464741,Female,Yes,70,No,Executive,1.0,High,,Yes,3
466719,Male,Yes,68,No,Executive,1.0,High,2.0,Yes,3
459004,Female,Yes,55,Yes,Artist,0.0,High,6.0,Yes,4
464409,Male,Yes,76,Yes,Lawyer,0.0,Average,3.0,Yes,3
460723,Female,Yes,49,Yes,Engineer,1.0,High,3.0,Yes,4
462757,Male,No,20,No,Healthcare,1.0,Low,3.0,No,2
461728,Female,No,55,Yes,Entertainment,1.0,Low,1.0,No,0
462036,Female,Yes,62,Yes,Lawyer,1.0,High,3.0,Yes,3
462577,Female,Yes,70,No,Marketing,0.0,High,2.0,Yes,3
461831,Male,No,30,Yes,Doctor,0.0,Low,3.0,No,0
459319,Female,Yes,46,No,Artist,0.0,High,2.0,Yes,4
467034,Male,No,80,No,Executive,0.0,High,3.0,Yes,3
464219,Male,No,27,Yes,Marketing,1.0,Low,2.0,No,2
465696,Female,No,56,Yes,Artist,0.0,Low,2.0,No,0
466492,Female,Yes,85,Yes,Lawyer,0.0,High,2.0,Yes,3
460948,Male,Yes,53,Yes,Engineer,4.0,Low,3.0,No,1
464198,Male,Yes,49,Yes,Entertainment,1.0,Low,2.0,No,1
467586,Male,Yes,35,Yes,Artist,3.0,Average,3.0,No,1
464815,Female,Yes,20,No,Doctor,0.0,High,9.0,Yes,4
459590,Male,Yes,22,No,Executive,1.0,High,3.0,Yes,1
463967,Female,No,33,Yes,Engineer,0.0,Low,2.0,No,0
459721,Male,Yes,76,Yes,Lawyer,0.0,Low,2.0,No,3
459842,Male,No,25,Yes,Healthcare,,Low,3.0,No,2
459082,Male,,45,Yes,Artist,1.0,Low,,No,1
465921,Female,No,25,Yes,Artist,8.0,Low,1.0,No,0
465708,Female,No,57,Yes,Artist,0.0,High,3.0,Yes,4
466353,Female,Yes,39,Yes,Engineer,0.0,Average,3.0,Yes,4
466539,Female,Yes,80,No,Lawyer,2.0,High,2.0,Yes,3
464224,Male,Yes,62,No,Engineer,0.0,High,2.0,Yes,1
466139,Female,Yes,51,No,Doctor,0.0,Average,3.0,Yes,4
462990,Female,No,25,Yes,Healthcare,3.0,Low,5.0,No,2
466322,Male,No,28,No,Doctor,0.0,Low,3.0,No,2
462070,Male,Yes,41,Yes,Entertainment,9.0,Average,2.0,No,1
465553,Female,Yes,47,Yes,Artist,8.0,Average,4.0,No,4
467717,Female,Yes,62,No,Engineer,0.0,High,6.0,Yes,4
462641,Female,Yes,42,No,,,Average,,No,4
461144,Female,No,23,No,Lawyer,0.0,Low,6.0,No,2
462584,Female,Yes,40,No,Entertainment,0.0,Low,4.0,No,4
462109,Male,Yes,75,No,Lawyer,0.0,Low,1.0,No,3
459047,Female,No,21,No,Healthcare,1.0,Low,5.0,No,2
466447,Female,Yes,49,Yes,Artist,0.0,Average,4.0,No,4
460396,Female,Yes,41,Yes,Entertainment,9.0,Low,1.0,No,4
464110,Male,Yes,54,Yes,Doctor,1.0,High,1.0,Yes,1
459614,Female,No,43,Yes,Artist,1.0,Low,2.0,No,0
462195,Female,No,21,No,Healthcare,0.0,Low,4.0,No,2
460447,Male,,79,No,Lawyer,0.0,Low,1.0,No,3
459860,Male,Yes,73,No,Executive,2.0,High,2.0,Yes,3
463250,Female,No,36,Yes,Doctor,0.0,Low,2.0,No,0
465089,Male,Yes,71,No,Executive,0.0,High,3.0,Yes,3
460290,Female,,55,Yes,Artist,,High,1.0,Yes,4
461005,Male,No,23,No,Healthcare,0.0,Low,5.0,No,2
463843,Male,Yes,48,Yes,Executive,2.0,High,4.0,Yes,1
465357,Female,Yes,49,Yes,Artist,1.0,Average,3.0,No,4
460646,Male,Yes,57,Yes,Entertainment,,Low,,No,1
463896,Female,No,25,No,Homemaker,0.0,Low,3.0,No,2
466292,Male,Yes,80,No,Lawyer,0.0,High,3.0,Yes,3
467558,Female,Yes,52,Yes,Doctor,0.0,Average,8.0,Yes,4
465846,Female,No,40,Yes,Artist,5.0,Low,1.0,No,0
459368,Male,Yes,28,No,Executive,,Low,7.0,No,2
464421,Female,Yes,27,Yes,Marketing,,High,5.0,Yes,4
464101,Male,Yes,62,Yes,Entertainment,9.0,Average,2.0,No,1
463338,Male,Yes,32,No,Entertainment,1.0,Low,2.0,No,1
464242,Male,No,37,Yes,Engineer,1.0,Low,3.0,No,0
464646,Male,Yes,58,No,Engineer,6.0,Average,4.0,Yes,1
465578,Male,No,33,Yes,Healthcare,4.0,Low,1.0,No,0
461024,Male,Yes,82,Yes,Lawyer,1.0,Low,1.0,No,3
465439,Female,Yes,43,Yes,Artist,3.0,High,4.0,Yes,4
462705,Male,Yes,68,No,Lawyer,0.0,Average,3.0,Yes,3
463455,Male,Yes,46,No,Artist,0.0,Low,2.0,No,1
467030,Male,No,26,Yes,Artist,1.0,Low,2.0,No,0
462796,Female,No,37,Yes,Entertainment,1.0,Low,2.0,No,0
459603,Female,Yes,80,No,Lawyer,2.0,High,1.0,Yes,3
464896,Male,Yes,77,No,Executive,2.0,High,2.0,Yes,3
464505,Female,No,30,No,Doctor,9.0,Low,5.0,No,2
462803,Male,No,26,No,Doctor,0.0,Low,6.0,No,2
462575,Male,Yes,51,No,Executive,0.0,High,5.0,Yes,1
463036,Male,Yes,48,Yes,Artist,,Low,6.0,No,1
462172,Female,No,40,Yes,Doctor,1.0,Average,2.0,Yes,0
459512,Male,Yes,65,Yes,Lawyer,0.0,High,2.0,Yes,3
462039,Male,No,21,No,Healthcare,1.0,Low,2.0,No,2
464328,Male,Yes,84,No,Lawyer,1.0,High,2.0,Yes,3
467430,Male,Yes,48,Yes,Artist,4.0,Average,2.0,No,1
464257,Male,Yes,37,,Entertainment,0.0,High,2.0,Yes,1
463739,Female,Yes,42,No,Marketing,0.0,Low,3.0,No,2
462268,Female,Yes,80,No,Lawyer,8.0,High,1.0,Yes,3
462580,Female,No,39,Yes,Artist,0.0,Low,1.0,No,0
466746,Male,Yes,70,Yes,Lawyer,0.0,High,2.0,Yes,3
462698,Female,Yes,56,Yes,Entertainment,1.0,Average,2.0,No,4
462553,Male,No,27,No,Artist,1.0,Low,1.0,No,0
466571,Male,No,23,No,Healthcare,1.0,Low,4.0,No,2
464265,Male,Yes,56,Yes,Entertainment,1.0,Low,2.0,No,1
466523,Male,Yes,35,Yes,Executive,0.0,High,2.0,Yes,1
461455,Female,Yes,35,Yes,Artist,0.0,Average,2.0,No,4
462582,Male,No,20,No,Healthcare,0.0,Low,4.0,No,2
465954,Female,No,33,Yes,Entertainment,11.0,Low,3.0,No,0
466816,Male,Yes,80,Yes,Lawyer,0.0,High,1.0,Yes,3
460054,Male,Yes,38,Yes,Artist,,Low,2.0,No,1
460068,Female,No,40,Yes,Artist,8.0,Low,1.0,No,0
461447,Male,Yes,74,Yes,Lawyer,0.0,High,2.0,Yes,3
465068,Male,Yes,42,Yes,Artist,3.0,Average,4.0,No,1
464233,Female,Yes,48,Yes,Artist,1.0,Average,2.0,No,4
463140,Male,Yes,29,No,Engineer,7.0,Average,4.0,Yes,1
467129,Female,,49,No,Marketing,1.0,Average,3.0,No,3
459238,Female,Yes,80,Yes,Lawyer,,High,2.0,Yes,3
460266,Male,No,22,No,Healthcare,0.0,Low,8.0,No,2
467119,Male,Yes,35,No,Marketing,0.0,High,3.0,Yes,3
465931,Male,Yes,38,Yes,Artist,6.0,Low,1.0,No,1
463291,Female,Yes,40,Yes,Engineer,7.0,Average,3.0,Yes,4
462397,Male,Yes,49,Yes,Artist,1.0,Average,4.0,No,1
462417,Male,No,30,No,Healthcare,4.0,Low,4.0,No,2
463745,Male,Yes,62,Yes,Artist,1.0,Average,3.0,No,1
461407,Female,No,32,Yes,Marketing,8.0,Low,6.0,No,2
467748,Male,Yes,35,Yes,Executive,,High,3.0,Yes,1
465102,Male,Yes,57,Yes,Lawyer,1.0,High,2.0,Yes,3
464034,Male,Yes,37,Yes,Entertainment,3.0,Low,1.0,No,1
462188,Female,Yes,48,No,Engineer,2.0,Average,4.0,Yes,4
461743,Male,Yes,64,Yes,Doctor,0.0,High,2.0,Yes,1
461494,Male,Yes,33,No,Engineer,0.0,Average,2.0,Yes,1
467088,Male,Yes,57,Yes,Artist,0.0,Low,1.0,No,1
466814,Male,No,18,No,Healthcare,0.0,Low,3.0,No,2
459125,Female,No,32,Yes,Artist,,Low,7.0,No,2
459989,Male,Yes,52,Yes,Artist,6.0,Average,2.0,No,1
467188,Male,Yes,55,Yes,Artist,2.0,Low,2.0,No,1
467312,Female,Yes,62,Yes,Artist,1.0,Low,2.0,No,4
461772,Female,Yes,36,Yes,Engineer,0.0,Average,3.0,Yes,4
464972,Male,Yes,65,No,Lawyer,0.0,High,10.0,Yes,3
459695,Male,Yes,32,Yes,Artist,,High,3.0,Yes,1
460995,Female,No,31,Yes,Marketing,0.0,Low,1.0,No,0
459117,Male,Yes,66,Yes,Artist,1.0,High,2.0,Yes,1
463064,Male,Yes,33,No,Executive,9.0,High,2.0,Yes,1
463181,Male,Yes,50,Yes,Doctor,4.0,Average,3.0,Yes,1
467615,Female,Yes,37,Yes,Doctor,0.0,Low,2.0,No,4
460992,Male,No,60,No,Executive,0.0,High,5.0,Yes,2
462731,Female,Yes,41,Yes,Artist,6.0,High,3.0,Yes,4
465270,Female,Yes,43,Yes,Artist,0.0,Average,4.0,No,4
464064,Female,Yes,39,No,Doctor,0.0,Low,2.0,No,4
459003,Male,Yes,53,Yes,Doctor,0.0,High,6.0,Yes,1
459580,Female,No,51,Yes,Lawyer,6.0,Low,1.0,No,0
463998,Female,No,27,No,Engineer,0.0,Low,3.0,No,2
464163,Male,Yes,63,No,Executive,1.0,High,3.0,Yes,3
462492,Male,Yes,36,No,Artist,1.0,Average,4.0,No,1
460690,Female,,51,No,Homemaker,8.0,Low,,No,4
467441,Male,No,42,Yes,Artist,,Low,1.0,No,0
464118,Male,No,38,Yes,Entertainment,0.0,Low,2.0,No,0
463977,Male,Yes,29,Yes,Healthcare,11.0,High,3.0,Yes,1
466474,Male,No,29,Yes,Entertainment,6.0,Low,3.0,No,0
464887,Male,Yes,49,Yes,Artist,1.0,Average,8.0,No,1
466014,Female,No,42,No,Engineer,0.0,High,2.0,Yes,4
464131,Male,Yes,80,Yes,Engineer,2.0,High,3.0,Yes,1
463513,Male,Yes,79,Yes,Artist,,High,2.0,Yes,1
465133,Female,Yes,62,Yes,Engineer,1.0,Average,5.0,Yes,4
466193,Male,Yes,84,No,Lawyer,0.0,Low,1.0,No,3
466264,Male,Yes,33,Yes,,0.0,Low,2.0,No,1
462315,Male,Yes,65,Yes,Artist,1.0,Average,3.0,No,1
463757,Male,No,39,Yes,Artist,0.0,Low,3.0,No,0
459413,Female,Yes,80,Yes,Artist,,High,1.0,Yes,4
462738,Female,No,28,Yes,Healthcare,,Low,3.0,No,0
459528,Female,Yes,48,Yes,Doctor,2.0,Average,3.0,Yes,4
467636,Male,Yes,41,Yes,Doctor,3.0,Average,2.0,Yes,1
467673,Male,Yes,46,No,Executive,2.0,High,5.0,Yes,1
459344,Female,Yes,76,Yes,Artist,3.0,High,1.0,Yes,4
460412,Female,No,31,No,Healthcare,0.0,Low,5.0,No,2
465133,Female,No,66,Yes,Engineer,0.0,Average,4.0,Yes,4
466150,Male,Yes,51,Yes,Artist,1.0,Low,2.0,No,1
467654,Female,Yes,54,Yes,Artist,,High,3.0,Yes,4
464905,Male,Yes,80,Yes,Executive,,High,3.0,Yes,3
465348,Male,,29,No,Executive,,High,,Yes,1
461737,Female,Yes,46,Yes,Doctor,3.0,Average,5.0,Yes,4
459737,Female,Yes,76,Yes,Lawyer,10.0,High,2.0,Yes,3
465721,Male,Yes,30,Yes,Entertainment,0.0,High,3.0,Yes,1
460384,Female,Yes,32,Yes,Marketing,8.0,Low,2.0,No,0
466148,Male,Yes,39,No,Entertainment,0.0,Average,4.0,No,1
465395,Female,Yes,43,No,Engineer,0.0,Average,5.0,Yes,4
463804,Male,Yes,63,Yes,Artist,9.0,Low,1.0,No,1
467397,Male,No,29,No,Doctor,8.0,Low,4.0,No,2
464117,Male,Yes,84,Yes,Lawyer,0.0,High,2.0,Yes,3
462601,Female,Yes,67,No,Lawyer,1.0,High,4.0,Yes,3
462505,Male,Yes,40,No,Executive,0.0,Low,4.0,No,1
467882,Female,No,40,Yes,Artist,0.0,Low,1.0,No,0
463213,Female,No,18,No,Healthcare,3.0,Low,4.0,No,2
462952,Male,Yes,46,Yes,Entertainment,,Low,,No,1
461012,Male,No,35,No,Doctor,1.0,Low,3.0,No,2
463089,Male,Yes,46,Yes,Executive,9.0,High,4.0,Yes,1
462140,Female,Yes,62,No,Engineer,,Average,4.0,Yes,4
461082,Male,No,23,No,Healthcare,8.0,Low,4.0,No,2
460421,Male,Yes,30,Yes,Artist,,Low,1.0,No,1
462380,Female,Yes,50,No,Artist,2.0,High,3.0,Yes,4
464445,Male,Yes,79,Yes,Executive,3.0,High,4.0,Yes,3
464397,Female,Yes,37,Yes,Engineer,0.0,Average,2.0,Yes,4
459173,Male,Yes,55,Yes,Artist,1.0,Average,2.0,No,1
462303,Female,Yes,32,No,Artist,0.0,Average,4.0,No,4
466384,Female,Yes,72,Yes,Engineer,0.0,High,3.0,Yes,4
466157,Male,Yes,72,Yes,Homemaker,9.0,Low,,No,1
461774,Female,Yes,81,Yes,Lawyer,1.0,High,3.0,Yes,3
462894,Male,Yes,43,Yes,Artist,2.0,Average,4.0,No,1
466215,Male,Yes,53,Yes,Artist,3.0,Average,4.0,No,1
459502,Female,Yes,47,Yes,Artist,1.0,Average,3.0,No,4
467577,Female,Yes,48,Yes,Artist,1.0,Average,7.0,No,4
467649,Male,Yes,35,Yes,Doctor,1.0,Average,5.0,Yes,1
464455,Male,Yes,76,Yes,Lawyer,2.0,High,3.0,Yes,3
460830,Male,Yes,40,No,Entertainment,2.0,Average,5.0,No,1
467779,Male,Yes,54,Yes,Doctor,2.0,Average,2.0,Yes,1
461846,Female,No,72,Yes,Artist,1.0,Low,2.0,No,0
465555,Female,Yes,71,Yes,Lawyer,,High,3.0,Yes,3
462240,Male,Yes,84,No,Lawyer,1.0,High,2.0,Yes,3
464766,Female,Yes,51,No,Engineer,9.0,Average,5.0,Yes,4
461354,Female,No,63,No,Entertainment,0.0,Low,1.0,No,0
463044,Male,Yes,80,Yes,Lawyer,,High,1.0,Yes,3
467128,Female,No,32,No,Homemaker,1.0,Low,1.0,No,2
462165,Male,Yes,73,Yes,Lawyer,4.0,High,3.0,Yes,3
462548,Male,No,18,,Executive,,Low,5.0,No,2
460933,Female,Yes,78,Yes,Lawyer,0.0,High,2.0,Yes,3
466014,Female,Yes,47,No,Engineer,0.0,High,2.0,Yes,4
464231,Male,Yes,45,Yes,Artist,0.0,Average,4.0,No,1
461231,Male,Yes,48,Yes,Artist,3.0,High,1.0,Yes,1
459569,Male,No,32,Yes,Healthcare,,Low,1.0,No,0
460763,Male,No,47,Yes,Artist,1.0,Low,2.0,No,0
461646,Female,Yes,60,Yes,Artist,,High,4.0,Yes,4
465263,Male,Yes,65,Yes,Artist,1.0,High,2.0,Yes,1
461904,Female,Yes,50,Yes,Artist,4.0,Average,2.0,No,4
462213,Male,No,19,No,Doctor,1.0,Low,2.0,No,2
463403,Male,No,18,No,Healthcare,2.0,Low,4.0,No,2
465926,Male,Yes,26,Yes,Healthcare,6.0,Low,2.0,No,1
464590,Female,No,27,Yes,Artist,14.0,Low,3.0,No,0
459093,Female,Yes,39,Yes,Doctor,8.0,Average,2.0,Yes,4
463274,Male,Yes,58,Yes,Artist,7.0,Low,1.0,No,1
467935,Male,No,23,No,Healthcare,7.0,Low,3.0,No,2
461842,Male,Yes,63,Yes,Artist,1.0,Average,3.0,No,1
461508,Male,No,33,Yes,Artist,8.0,Low,1.0,No,0
464340,Male,Yes,67,Yes,Artist,1.0,High,2.0,Yes,1
460786,Male,Yes,66,No,Lawyer,3.0,High,2.0,Yes,3
467386,Male,No,31,No,Doctor,0.0,Low,1.0,No,0
464269,Male,No,37,Yes,Entertainment,0.0,Low,,No,0
461981,Male,No,18,No,Healthcare,4.0,Low,3.0,No,2
464028,Female,No,21,No,Healthcare,0.0,Low,5.0,No,2
462848,Female,Yes,22,No,Healthcare,5.0,High,2.0,Yes,4
459742,Female,Yes,80,No,Lawyer,1.0,High,1.0,Yes,3
463869,Female,Yes,49,Yes,Doctor,0.0,Average,5.0,Yes,4
459811,Female,Yes,48,Yes,Artist,1.0,High,3.0,Yes,4
464709,Male,Yes,36,No,Executive,10.0,High,5.0,Yes,1
460481,Male,No,25,Yes,Entertainment,1.0,Low,2.0,No,0
462687,Male,No,29,No,Homemaker,11.0,Low,3.0,No,2
467169,Male,No,53,Yes,Artist,0.0,Low,1.0,No,0
464342,Female,Yes,47,Yes,Engineer,0.0,Average,2.0,Yes,4
465653,Female,Yes,53,Yes,Artist,1.0,Low,2.0,No,4
467706,Female,Yes,42,Yes,Artist,,Average,4.0,No,4
466134,Male,Yes,40,Yes,Doctor,2.0,High,2.0,Yes,1
462684,Female,No,32,No,Healthcare,7.0,Low,4.0,No,2
461622,Male,Yes,37,Yes,Executive,6.0,High,5.0,Yes,1
465564,Male,Yes,46,No,Artist,0.0,Average,4.0,No,1
460876,Female,Yes,43,Yes,Artist,1.0,High,4.0,Yes,4
460847,Male,No,27,Yes,Artist,1.0,Low,3.0,No,0
461208,Female,No,32,Yes,Homemaker,5.0,Low,1.0,No,0
467183,Male,Yes,39,Yes,Entertainment,4.0,Average,4.0,No,1
463368,Female,Yes,45,Yes,Artist,5.0,High,4.0,Yes,4
463319,Female,Yes,71,No,Lawyer,0.0,High,2.0,Yes,3
462892,Male,Yes,33,No,Healthcare,8.0,Average,3.0,No,1
465279,Male,Yes,53,Yes,Healthcare,0.0,High,4.0,Yes,1
466022,Female,Yes,68,No,Engineer,,High,4.0,Yes,4
467823,Male,Yes,42,Yes,Doctor,5.0,Average,2.0,Yes,1
459031,Male,Yes,43,No,Executive,1.0,High,5.0,Yes,1
461342,Male,Yes,38,No,Executive,1.0,High,4.0,Yes,1
459951,Male,Yes,53,Yes,Artist,0.0,Low,1.0,No,1
467494,Female,Yes,80,Yes,Lawyer,1.0,High,,Yes,3
460012,Female,Yes,52,No,Artist,3.0,High,2.0,Yes,4
464765,Female,Yes,53,No,Engineer,7.0,Average,6.0,Yes,4
465006,Male,No,39,Yes,Entertainment,5.0,Low,1.0,No,0
460996,Female,No,60,Yes,Engineer,1.0,Low,1.0,No,0
464446,Female,Yes,50,Yes,Engineer,0.0,Low,,No,4
463879,Male,Yes,44,No,Executive,0.0,High,2.0,Yes,1
461777,Female,Yes,74,Yes,Lawyer,1.0,High,2.0,Yes,3
460668,Female,No,27,Yes,Doctor,,Low,2.0,No,0
462286,Male,Yes,59,Yes,Doctor,2.0,Average,1.0,Yes,1
461250,Female,Yes,47,Yes,Lawyer,2.0,High,4.0,Yes,3
464833,Male,Yes,51,No,Executive,,Low,9.0,No,2
465826,Male,Yes,45,No,Executive,3.0,Low,9.0,No,2
466066,Female,No,73,Yes,Artist,0.0,Low,1.0,No,0
460848,Male,Yes,53,No,Entertainment,10.0,Average,3.0,No,1
460930,Male,No,26,Yes,Artist,10.0,Low,5.0,No,0
459736,Female,Yes,28,Yes,Artist,0.0,Low,2.0,No,4
462033,Male,No,32,Yes,Entertainment,1.0,Low,1.0,No,0
464611,Male,No,31,Yes,Artist,1.0,Low,4.0,No,0
465942,Female,Yes,33,Yes,Marketing,8.0,High,2.0,Yes,4
465783,Male,No,23,No,Healthcare,1.0,Low,5.0,No,2
467961,Male,Yes,45,Yes,Executive,1.0,High,5.0,Yes,1
466350,Female,Yes,56,Yes,Artist,0.0,Low,1.0,No,4
463826,Female,No,28,Yes,Healthcare,5.0,Low,,No,0
464863,Female,Yes,26,No,Engineer,5.0,Average,9.0,Yes,4
462772,Male,No,38,Yes,Healthcare,3.0,High,3.0,Yes,1
464648,Male,Yes,32,No,Executive,0.0,High,5.0,Yes,1
460761,Male,Yes,52,Yes,Entertainment,0.0,Average,6.0,No,1
463762,Female,No,29,No,Executive,1.0,High,3.0,Yes,2
463120,Female,No,37,Yes,Entertainment,1.0,Low,1.0,No,0
465129,Female,No,61,Yes,Entertainment,3.0,Low,1.0,No,0
459124,Female,Yes,75,Yes,Artist,1.0,High,3.0,Yes,4
467661,Female,Yes,45,Yes,Artist,,High,,Yes,4
461119,Female,No,23,No,Healthcare,6.0,Low,3.0,No,2
459287,Male,No,35,Yes,Lawyer,1.0,Low,1.0,No,0
462621,Female,No,44,Yes,Engineer,5.0,Average,5.0,Yes,0
459250,Male,Yes,51,No,Doctor,0.0,Average,4.0,Yes,1
462631,Female,Yes,34,No,Engineer,2.0,High,4.0,Yes,4
